PassengerId,Survived,Pclass,Age,Fare,Sex_male,Embarked_Q,Embarked_S,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_None,Cabin_T,FamilyMembers
325,0,0,28.0,4.256321678298823,1,0,1,0,0,0,0,0,0,1,0,10
326,1,2,36.0,4.91730069488021,0,0,0,0,1,0,0,0,0,0,0,0
327,0,0,61.0,1.9792758428991135,1,0,1,0,0,0,0,0,0,1,0,0
328,1,1,36.0,2.6390573296152584,0,0,1,0,0,1,0,0,0,0,0,0
329,1,0,31.0,3.0692150503137943,0,0,1,0,0,0,0,0,0,1,0,2
330,1,2,16.0,4.077184839375167,0,0,0,1,0,0,0,0,0,0,0,1
331,1,0,28.0,3.188416617383492,0,1,0,0,0,0,0,0,0,1,0,2
332,0,2,45.5,3.3843902633457743,1,0,1,0,1,0,0,0,0,0,0,0
333,0,2,38.0,5.039951348430309,1,0,1,0,1,0,0,0,0,0,0,1
334,0,0,16.0,2.9444389791664403,1,0,1,0,0,0,0,0,0,1,0,2
335,1,2,28.0,4.902678819257608,0,0,1,0,0,0,0,0,0,1,0,1
336,0,0,28.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
337,0,2,29.0,4.213607983048918,1,0,1,0,1,0,0,0,0,0,0,1
338,1,2,41.0,4.908971640319756,0,0,0,0,0,0,1,0,0,0,0,0
339,1,0,45.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
340,0,2,45.0,3.597312260588446,1,0,1,0,0,0,0,0,0,0,1,0
341,1,1,2.0,3.295836866004329,1,0,1,0,0,0,0,1,0,0,0,2
342,1,2,24.0,5.575949103146316,0,0,1,0,1,0,0,0,0,0,0,5
343,0,1,28.0,2.6390573296152584,1,0,1,0,0,0,0,0,0,1,0,0
344,0,1,25.0,2.6390573296152584,1,0,1,0,0,0,0,0,0,1,0,0
345,0,1,36.0,2.6390573296152584,1,0,1,0,0,0,0,0,0,1,0,0
346,1,1,24.0,2.6390573296152584,0,0,1,0,0,0,0,1,0,0,0,0
347,1,1,40.0,2.6390573296152584,0,0,1,0,0,0,0,0,0,1,0,0
348,1,0,28.0,2.8390784635086144,0,0,1,0,0,0,0,0,0,1,0,1
349,1,0,3.0,2.827313621929028,1,0,1,0,0,0,0,0,0,1,0,2
350,0,0,42.0,2.2682524139135403,1,0,1,0,0,0,0,0,0,1,0,0
351,0,0,23.0,2.3248357019288655,1,0,1,0,0,0,0,0,0,1,0,0
352,0,2,28.0,3.58351893845611,1,0,1,0,1,0,0,0,0,0,0,0
353,0,0,15.0,2.1076888046179385,1,0,0,0,0,0,0,0,0,1,0,2
354,0,0,25.0,2.9338568698359038,1,0,1,0,0,0,0,0,0,1,0,1
355,0,0,28.0,2.1071782966514356,1,0,0,0,0,0,0,0,0,1,0,0
356,0,0,28.0,2.3513752571634776,1,0,1,0,0,0,0,0,0,1,0,0
357,1,2,22.0,4.02535169073515,0,0,1,0,0,0,1,0,0,0,0,1
358,0,1,38.0,2.6390573296152584,0,0,1,0,0,0,0,0,0,1,0,0
359,1,0,28.0,2.1837114628556327,0,1,0,0,0,0,0,0,0,1,0,0
360,1,0,28.0,2.1837114628556327,0,1,0,0,0,0,0,0,0,1,0,0
361,0,0,40.0,3.3638415951183864,1,0,1,0,0,0,0,0,0,1,0,5
362,0,1,29.0,3.357621598945279,1,0,0,0,0,0,0,0,0,1,0,1
363,0,0,45.0,2.737880811060884,0,0,0,0,0,0,0,0,0,1,0,1
364,0,0,35.0,2.085672091430472,1,0,1,0,0,0,0,0,0,1,0,0
365,0,0,28.0,2.803360380906535,1,1,0,0,0,0,0,0,0,1,0,1
366,0,0,30.0,2.1102132003465894,1,0,1,0,0,0,0,0,0,1,0,0
367,1,2,60.0,4.334017415487521,0,0,0,0,0,1,0,0,0,0,0,1
368,1,0,28.0,2.1076888046179385,0,0,0,0,0,0,0,0,0,1,0,0
369,1,0,28.0,2.169053700369523,0,1,0,0,0,0,0,0,0,1,0,0
370,1,2,24.0,4.252771798816619,0,0,0,1,0,0,0,0,0,0,0,0
371,1,2,25.0,4.0332082470129285,1,0,0,0,0,0,1,0,0,0,0,1
372,0,0,18.0,2.0143428636837015,1,0,1,0,0,0,0,0,0,1,0,1
373,0,0,19.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
374,0,2,22.0,4.91730069488021,1,0,0,0,0,0,0,0,0,1,0,0
375,0,0,3.0,3.0944457464900235,0,0,1,0,0,0,0,0,0,1,0,4
376,1,2,28.0,4.420896324687287,0,0,0,0,0,0,0,0,0,1,0,1
377,1,0,22.0,2.1102132003465894,0,0,1,0,0,0,0,0,0,1,0,0
378,0,2,27.0,5.358941988364472,1,0,0,0,1,0,0,0,0,0,0,2
379,0,0,20.0,1.6119347926326877,1,0,0,0,0,0,0,0,0,1,0,0
380,0,0,19.0,2.1719067693519296,1,0,1,0,0,0,0,0,0,1,0,0
381,1,2,42.0,5.4316456135398825,0,0,0,0,0,0,0,0,0,1,0,0
382,1,0,1.0,2.817902613071225,0,0,0,0,0,0,0,0,0,1,0,2
383,0,0,32.0,2.188856327665703,1,0,1,0,0,0,0,0,0,1,0,0
384,1,2,35.0,3.970291913552122,0,0,1,0,0,0,0,0,0,1,0,1
385,0,0,28.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
386,0,1,18.0,4.310799125385514,1,0,1,0,0,0,0,0,0,1,0,0
387,0,0,1.0,3.8691155044168695,1,0,1,0,0,0,0,0,0,1,0,7
388,1,1,36.0,2.6390573296152584,0,0,1,0,0,0,0,0,0,1,0,0
389,0,0,28.0,2.1666737276227077,1,1,0,0,0,0,0,0,0,1,0,0
390,1,1,17.0,2.5649493574615367,0,0,0,0,0,0,0,0,0,1,0,0
391,1,2,36.0,4.795790545596741,1,0,1,1,0,0,0,0,0,0,0,3
392,1,0,21.0,2.174274334826008,1,0,1,0,0,0,0,0,0,1,0,0
393,0,0,28.0,2.188856327665703,1,0,1,0,0,0,0,0,0,1,0,2
394,1,2,23.0,4.738607824217808,0,0,0,0,0,1,0,0,0,0,0,1
395,1,0,24.0,2.8735646395797834,0,0,1,0,0,0,0,0,1,0,0,2
396,0,0,22.0,2.174274334826008,1,0,1,0,0,0,0,0,0,1,0,0
397,0,0,31.0,2.180891922715322,0,0,1,0,0,0,0,0,0,1,0,0
398,0,1,46.0,3.295836866004329,1,0,1,0,0,0,0,0,0,1,0,0
399,0,1,23.0,2.4423470353692043,1,0,1,0,0,0,0,0,0,1,0,0
400,1,1,28.0,2.613739521630969,0,0,1,0,0,0,0,0,0,1,0,0
401,1,0,39.0,2.188856327665703,1,0,1,0,0,0,0,0,0,1,0,0
402,0,0,26.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
403,0,0,21.0,2.3818582738885534,0,0,1,0,0,0,0,0,0,1,0,1
404,0,0,28.0,2.8243506567983707,1,0,1,0,0,0,0,0,0,1,0,1
405,0,0,20.0,2.2682524139135403,0,0,1,0,0,0,0,0,0,1,0,0
406,0,1,34.0,3.091042453358316,1,0,1,0,0,0,0,0,0,1,0,1
407,0,0,51.0,2.169053700369523,1,0,1,0,0,0,0,0,0,1,0,0
408,1,1,3.0,2.9831534913471307,1,0,1,0,0,0,0,0,0,1,0,2
409,0,0,21.0,2.1719067693519296,1,0,1,0,0,0,0,0,0,1,0,0
410,0,0,28.0,3.275887339030031,0,0,1,0,0,0,0,0,0,1,0,4
411,0,0,28.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
412,0,0,28.0,2.061570298060867,1,1,0,0,0,0,0,0,0,1,0,0
413,1,2,33.0,4.51085950651685,0,1,0,0,1,0,0,0,0,0,0,1
414,0,1,28.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0
415,1,0,44.0,2.188856327665703,1,0,1,0,0,0,0,0,0,1,0,0
416,0,0,28.0,2.2027647577118348,0,0,1,0,0,0,0,0,0,1,0,0
417,1,1,34.0,3.5115454388310208,0,0,1,0,0,0,0,0,0,1,0,2
418,1,1,18.0,2.6390573296152584,0,0,1,0,0,0,0,0,0,1,0,2
419,0,1,30.0,2.6390573296152584,1,0,1,0,0,0,0,0,0,1,0,0
420,0,0,10.0,3.224857896545748,0,0,1,0,0,0,0,0,0,1,0,2
421,0,0,28.0,2.1855792552411137,1,0,0,0,0,0,0,0,0,1,0,0
422,0,0,21.0,2.167143305297764,1,1,0,0,0,0,0,0,0,1,0,0
423,0,0,29.0,2.1832383353614797,1,0,1,0,0,0,0,0,0,1,0,0
424,0,0,28.0,2.7343675094195836,0,0,1,0,0,0,0,0,0,1,0,2
425,0,0,18.0,3.0545906305603445,1,0,1,0,0,0,0,0,0,1,0,2
426,0,0,28.0,2.1102132003465894,1,0,1,0,0,0,0,0,0,1,0,0
427,1,1,28.0,3.295836866004329,0,0,1,0,0,0,0,0,0,1,0,1
428,1,1,19.0,3.295836866004329,0,0,1,0,0,0,0,0,0,1,0,0
429,0,0,28.0,2.169053700369523,1,1,0,0,0,0,0,0,0,1,0,0
430,1,0,32.0,2.2027647577118348,1,0,1,0,0,0,1,0,0,0,0,0
431,1,2,28.0,3.3160025355989236,1,0,1,0,1,0,0,0,0,0,0,0
432,1,0,28.0,2.8390784635086144,0,0,1,0,0,0,0,0,0,1,0,1
433,1,1,42.0,3.295836866004329,0,0,1,0,0,0,0,0,0,1,0,1
434,0,0,17.0,2.094945728215801,1,0,1,0,0,0,0,0,0,1,0,0
435,0,2,50.0,4.041295341132285,1,0,1,0,0,0,1,0,0,0,0,1
436,1,2,14.0,4.795790545596741,0,0,1,1,0,0,0,0,0,0,0,3
437,0,0,21.0,3.5660053559634015,0,0,1,0,0,0,0,0,0,1,0,4
438,1,1,24.0,2.9831534913471307,0,0,1,0,0,0,0,0,0,1,0,5
439,0,2,64.0,5.575949103146316,1,0,1,0,1,0,0,0,0,0,0,5
440,0,1,31.0,2.4423470353692043,1,0,1,0,0,0,0,0,0,1,0,0
441,1,1,45.0,3.305053521109253,0,0,1,0,0,0,0,0,0,1,0,2
442,0,0,20.0,2.3513752571634776,1,0,1,0,0,0,0,0,0,1,0,0
443,0,0,25.0,2.1719067693519296,1,0,1,0,0,0,0,0,0,1,0,1
444,1,1,28.0,2.6390573296152584,0,0,1,0,0,0,0,0,0,1,0,0
445,1,0,28.0,2.2096470973347766,1,0,1,0,0,0,0,0,0,1,0,0
446,1,2,4.0,4.417131919904876,1,0,1,0,0,0,0,0,0,0,0,2
447,1,1,13.0,3.0204248861443626,0,0,1,0,0,0,0,0,0,1,0,1
448,1,2,34.0,3.3160025355989236,1,0,1,0,0,0,0,0,0,1,0,0
449,1,0,5.0,3.0085645861193133,0,0,0,0,0,0,0,0,0,1,0,3
450,1,2,52.0,3.449987545831587,1,0,1,0,1,0,0,0,0,0,0,0
451,0,1,36.0,3.3586377672433594,1,0,1,0,0,0,0,0,0,1,0,3
452,0,0,28.0,3.0429354648621407,1,0,1,0,0,0,0,0,0,1,0,1
453,0,2,30.0,3.3586377672433594,1,0,0,0,1,0,0,0,0,0,0,0
454,1,2,49.0,4.500966778400217,1,0,0,0,1,0,0,0,0,0,0,1
455,0,0,28.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
456,1,0,29.0,2.1855792552411137,1,0,0,0,0,0,0,0,0,1,0,0
457,0,2,65.0,3.3160025355989236,1,0,1,0,0,0,1,0,0,0,0,0
458,1,2,28.0,3.967694202798607,0,0,1,0,0,1,0,0,0,0,0,1
459,1,1,50.0,2.4423470353692043,0,0,1,0,0,0,0,0,0,1,0,0
460,0,0,28.0,2.169053700369523,1,1,0,0,0,0,0,0,0,1,0,0
461,1,2,48.0,3.3160025355989236,1,0,1,0,0,0,1,0,0,0,0,0
462,0,0,34.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
463,0,2,47.0,3.676300671907076,1,0,1,0,0,0,1,0,0,0,0,0
464,0,1,48.0,2.6390573296152584,1,0,1,0,0,0,0,0,0,1,0,0
465,0,0,28.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
466,0,0,38.0,2.085672091430472,1,0,1,0,0,0,0,0,0,1,0,0
467,0,1,28.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0
468,0,2,56.0,3.3160025355989236,1,0,1,0,0,0,0,0,0,1,0,0
469,0,0,28.0,2.1661924680884908,1,1,0,0,0,0,0,0,0,1,0,0
470,1,0,0.75,3.0085645861193133,0,0,0,0,0,0,0,0,0,1,0,3
471,0,0,28.0,2.1102132003465894,1,0,1,0,0,0,0,0,0,1,0,0
472,0,0,38.0,2.2682524139135403,1,0,1,0,0,0,0,0,0,1,0,0
473,1,1,33.0,3.3586377672433594,0,0,1,0,0,0,0,0,0,1,0,3
474,1,1,23.0,2.694066212646058,0,0,0,0,0,1,0,0,0,0,0,0
475,0,0,22.0,2.3830123421066602,0,0,1,0,0,0,0,0,0,1,0,0
476,0,2,28.0,3.970291913552122,1,0,1,0,0,0,0,0,0,0,0,0
477,0,1,34.0,3.091042453358316,1,0,1,0,0,0,0,0,0,1,0,1
478,0,0,29.0,2.0851502161468174,1,0,1,0,0,0,0,0,0,1,0,1
479,0,0,22.0,2.142510233146819,1,0,1,0,0,0,0,0,0,1,0,0
480,1,0,2.0,2.586823743668066,0,0,1,0,0,0,0,0,0,1,0,1
481,0,0,9.0,3.8691155044168695,1,0,1,0,0,0,0,0,0,1,0,7
482,0,1,28.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0
483,0,0,50.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
484,1,0,63.0,2.3596740599781727,0,0,1,0,0,0,0,0,0,1,0,0
485,1,2,25.0,4.5226490762785785,1,0,0,1,0,0,0,0,0,0,0,1
486,0,0,28.0,3.275887339030031,0,0,1,0,0,0,0,0,0,1,0,4
487,1,2,35.0,4.51085950651685,0,0,1,0,1,0,0,0,0,0,0,1
488,0,2,58.0,3.4242626545931514,1,0,0,1,0,0,0,0,0,0,0,0
489,0,0,30.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
490,1,0,9.0,2.827313621929028,1,0,1,0,0,0,0,0,0,1,0,2
491,0,0,28.0,3.0429354648621407,1,0,1,0,0,0,0,0,0,1,0,1
492,0,0,21.0,2.1102132003465894,1,0,1,0,0,0,0,0,0,1,0,0
493,0,2,55.0,3.449987545831587,1,0,1,0,1,0,0,0,0,0,0,0
494,0,2,71.0,3.922056501139853,1,0,0,0,0,0,0,0,0,1,0,0
495,0,0,21.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
496,0,0,28.0,2.738146075922933,1,0,0,0,0,0,0,0,0,1,0,0
497,1,2,54.0,4.37281811610993,0,0,0,0,0,1,0,0,0,0,0,1
498,0,0,28.0,2.7788192719904172,1,0,1,0,0,0,0,0,0,1,0,0
499,0,2,25.0,5.027492411162679,0,0,1,0,1,0,0,0,0,0,0,3
500,0,0,24.0,2.174274334826008,1,0,1,0,0,0,0,0,0,1,0,0
501,0,0,17.0,2.2682524139135403,1,0,1,0,0,0,0,0,0,1,0,0
502,0,0,21.0,2.169053700369523,0,1,0,0,0,0,0,0,0,1,0,0
503,0,0,28.0,2.155151800914312,0,1,0,0,0,0,0,0,0,1,0,0
504,0,0,37.0,2.3596740599781727,0,0,1,0,0,0,0,0,0,1,0,0
505,1,2,16.0,4.471638793363569,0,0,1,1,0,0,0,0,0,0,0,0
506,0,2,18.0,4.699570861409576,1,0,0,0,1,0,0,0,0,0,0,1
507,1,1,33.0,3.295836866004329,0,0,1,0,0,0,0,0,0,1,0,2
508,1,2,28.0,3.3160025355989236,1,0,1,0,0,0,0,0,0,1,0,0
509,0,0,28.0,3.1580636854714434,1,0,1,0,0,0,0,0,0,1,0,0
510,1,0,26.0,4.05171190165724,1,0,1,0,0,0,0,0,0,1,0,0
511,1,0,29.0,2.169053700369523,1,1,0,0,0,0,0,0,0,1,0,0
512,0,0,28.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
513,1,2,36.0,3.3064287218760624,1,0,1,0,0,0,1,0,0,0,0,0
514,1,2,54.0,4.100989104940769,0,0,0,0,0,0,0,0,0,1,0,1
515,0,0,24.0,2.139571923732859,1,0,1,0,0,0,0,0,0,1,0,0
516,0,2,47.0,3.5559421706858756,1,0,1,0,0,1,0,0,0,0,0,0
517,1,1,34.0,2.4423470353692043,0,0,1,0,0,0,0,1,0,0,0,0
518,0,0,28.0,3.224857896545748,1,1,0,0,0,0,0,0,0,1,0,0
519,1,1,36.0,3.295836866004329,0,0,1,0,0,0,0,0,0,1,0,1
520,0,0,32.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
521,1,2,30.0,4.548599834499697,0,0,1,1,0,0,0,0,0,0,0,0
522,0,0,22.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
523,0,0,28.0,2.1071782966514356,1,0,0,0,0,0,0,0,0,1,0,0
524,1,2,44.0,4.077184839375167,0,0,0,1,0,0,0,0,0,0,0,1
525,0,0,28.0,2.1076888046179385,1,0,0,0,0,0,0,0,0,1,0,0
526,0,0,40.5,2.169053700369523,1,1,0,0,0,0,0,0,0,1,0,0
527,1,1,50.0,2.4423470353692043,0,0,1,0,0,0,0,0,0,1,0,0
528,0,2,28.0,5.406181146423973,1,0,1,0,1,0,0,0,0,0,0,0
529,0,0,39.0,2.188856327665703,1,0,1,0,0,0,0,0,0,1,0,0
530,0,1,23.0,2.5257286443082556,1,0,1,0,0,0,0,0,0,1,0,3
531,1,1,2.0,3.295836866004329,0,0,1,0,0,0,0,0,0,1,0,2
532,0,0,28.0,2.1076888046179385,1,0,0,0,0,0,0,0,0,1,0,0
533,0,0,17.0,2.1076888046179385,1,0,0,0,0,0,0,0,0,1,0,2
534,1,0,28.0,3.1509523813392697,0,0,0,0,0,0,0,0,0,1,0,2
535,0,0,30.0,2.2682524139135403,0,0,1,0,0,0,0,0,0,1,0,0
536,1,1,7.0,3.305053521109253,0,0,1,0,0,0,0,0,0,1,0,2
537,0,2,45.0,3.3160025355989236,1,0,1,1,0,0,0,0,0,0,0,0
538,1,2,30.0,4.676792929661059,0,0,0,0,0,0,0,0,0,1,0,0
539,0,0,28.0,2.740840023925201,1,0,1,0,0,0,0,0,0,1,0,0
540,1,2,22.0,3.9219733362813143,0,0,0,1,0,0,0,0,0,0,0,2
541,1,2,36.0,4.276666119016055,0,0,1,1,0,0,0,0,0,0,0,2
542,0,0,9.0,3.4742929367327062,0,0,1,0,0,0,0,0,0,1,0,6
543,0,0,11.0,3.4742929367327062,0,0,1,0,0,0,0,0,0,1,0,6
544,1,1,32.0,3.295836866004329,1,0,1,0,0,0,0,0,0,1,0,1
545,0,2,50.0,4.676792929661059,1,0,0,0,1,0,0,0,0,0,0,1
546,0,2,64.0,3.295836866004329,1,0,1,0,0,0,0,0,0,1,0,0
547,1,1,19.0,3.295836866004329,0,0,1,0,0,0,0,0,0,1,0,1
548,1,1,28.0,2.6988412620169004,1,0,0,0,0,0,0,0,0,1,0,0
549,0,0,33.0,3.0692150503137943,1,0,1,0,0,0,0,0,0,1,0,2
550,1,1,8.0,3.6309854756950335,1,0,1,0,0,0,0,0,0,1,0,2
551,1,2,17.0,4.717456363787216,1,0,0,0,1,0,0,0,0,0,0,2
552,0,1,27.0,3.295836866004329,1,0,1,0,0,0,0,0,0,1,0,0
553,0,0,28.0,2.17806441028492,1,1,0,0,0,0,0,0,0,1,0,0
554,1,0,22.0,2.1071782966514356,1,0,0,0,0,0,0,0,0,1,0,0
555,1,0,22.0,2.1719067693519296,0,0,1,0,0,0,0,0,0,1,0,0
556,0,2,62.0,3.3160025355989236,1,0,1,0,0,0,0,0,0,1,0,0
557,1,2,48.0,3.703768066607687,0,0,0,0,0,0,0,0,0,0,0,1
558,0,2,28.0,5.4316456135398825,1,0,0,0,0,0,0,0,0,1,0,0
559,1,2,39.0,4.390118804571218,0,0,1,0,0,0,1,0,0,0,0,2
560,1,0,36.0,2.91235066461494,0,0,1,0,0,0,0,0,0,1,0,1
561,0,0,28.0,2.169053700369523,1,1,0,0,0,0,0,0,0,1,0,0
562,0,0,40.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
563,0,1,28.0,2.6741486494265287,1,0,1,0,0,0,0,0,0,1,0,0
564,0,0,28.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
565,0,0,28.0,2.2027647577118348,0,0,1,0,0,0,0,0,0,1,0,0
566,0,0,24.0,3.224857896545748,1,0,1,0,0,0,0,0,0,1,0,2
567,0,0,19.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
568,0,0,29.0,3.0944457464900235,0,0,1,0,0,0,0,0,0,1,0,4
569,0,0,28.0,2.1076888046179385,1,0,0,0,0,0,0,0,0,1,0,0
570,1,0,32.0,2.180891922715322,1,0,1,0,0,0,0,0,0,1,0,0
571,1,1,62.0,2.4423470353692043,1,0,1,0,0,0,0,0,0,1,0,0
572,1,2,53.0,3.960416900617205,0,0,1,0,1,0,0,0,0,0,0,2
573,1,2,36.0,3.3100867049215847,1,0,1,0,0,0,1,0,0,0,0,0
574,1,0,28.0,2.169053700369523,0,1,0,0,0,0,0,0,0,1,0,0
575,0,0,16.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
576,0,0,19.0,2.740840023925201,1,0,1,0,0,0,0,0,0,1,0,0
577,1,1,34.0,2.6390573296152584,0,0,1,0,0,0,0,0,0,1,0,0
578,1,2,39.0,4.041295341132285,0,0,1,0,0,0,1,0,0,0,0,1
579,0,0,28.0,2.738146075922933,0,0,0,0,0,0,0,0,0,1,0,1
580,1,0,32.0,2.188856327665703,1,0,1,0,0,0,0,0,0,1,0,0
581,1,1,25.0,3.4339872044851463,0,0,1,0,0,0,0,0,0,1,0,2
582,1,2,39.0,4.717456363787216,0,0,0,0,1,0,0,0,0,0,0,2
583,0,1,54.0,3.295836866004329,1,0,1,0,0,0,0,0,0,1,0,0
584,0,2,36.0,3.716616209085536,1,0,0,0,0,0,0,0,0,0,0,0
585,0,0,28.0,2.2734137156937657,1,0,0,0,0,0,0,0,0,1,0,0
586,1,2,18.0,4.390118804571218,0,0,1,0,0,0,1,0,0,0,0,2
587,0,1,47.0,2.772588722239781,1,0,1,0,0,0,0,0,0,1,0,0
588,1,2,60.0,4.384523514872469,1,0,0,1,0,0,0,0,0,0,0,2
589,0,0,22.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
590,0,0,28.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
591,0,0,35.0,2.094945728215801,1,0,1,0,0,0,0,0,0,1,0,0
592,1,2,52.0,4.37281811610993,0,0,0,0,0,1,0,0,0,0,0,1
593,0,0,47.0,2.1102132003465894,1,0,1,0,0,0,0,0,0,1,0,0
594,0,0,28.0,2.169053700369523,0,1,0,0,0,0,0,0,0,1,0,2
595,0,1,37.0,3.295836866004329,1,0,1,0,0,0,0,0,0,1,0,1
596,0,0,36.0,3.224857896545748,1,0,1,0,0,0,0,0,0,1,0,2
597,1,1,28.0,3.5263605246161616,0,0,1,0,0,0,0,0,0,1,0,0
598,0,0,49.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0
599,0,0,28.0,2.1071782966514356,1,0,0,0,0,0,0,0,0,1,0,0
600,1,2,49.0,4.0592215752427645,1,0,0,0,0,0,0,0,0,0,0,1
601,1,1,24.0,3.332204510175204,0,0,1,0,0,0,0,0,0,1,0,3
602,0,0,28.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
603,0,2,28.0,3.770459441106359,1,0,1,0,0,0,0,0,0,1,0,0
604,0,0,44.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
605,1,2,35.0,3.3160025355989236,1,0,0,0,0,0,0,0,0,1,0,0
606,0,0,36.0,2.806386101823072,1,0,1,0,0,0,0,0,0,1,0,1
607,0,0,30.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
608,1,2,27.0,3.449987545831587,1,0,1,0,0,0,0,0,0,1,0,0
609,1,1,22.0,3.7513658711253766,0,0,0,0,0,0,0,0,0,1,0,3
610,1,2,40.0,5.039951348430309,0,0,1,0,1,0,0,0,0,0,0,0
611,0,0,39.0,3.4742929367327062,0,0,1,0,0,0,0,0,0,1,0,6
612,0,0,28.0,2.085672091430472,1,0,1,0,0,0,0,0,0,1,0,0
613,1,0,28.0,2.803360380906535,0,1,0,0,0,0,0,0,0,1,0,1
614,0,0,28.0,2.169053700369523,1,1,0,0,0,0,0,0,0,1,0,0
615,0,0,35.0,2.2027647577118348,1,0,1,0,0,0,0,0,0,1,0,0
616,1,1,24.0,4.189654742026425,0,0,1,0,0,0,0,0,0,1,0,3
617,0,0,34.0,2.7343675094195836,1,0,1,0,0,0,0,0,0,1,0,2
618,0,0,26.0,2.8390784635086144,0,0,1,0,0,0,0,0,0,1,0,1
619,1,1,4.0,3.6888794541139363,0,0,1,0,0,0,0,1,0,0,0,3
620,0,1,26.0,2.4423470353692043,1,0,1,0,0,0,0,0,0,1,0,0
621,0,0,27.0,2.737880811060884,1,0,0,0,0,0,0,0,0,1,0,1
622,1,2,42.0,3.9806942251907276,1,0,1,0,0,1,0,0,0,0,0,1
623,1,0,20.0,2.817902613071225,1,0,0,0,0,0,0,0,0,1,0,2
624,0,0,21.0,2.180891922715322,1,0,1,0,0,0,0,0,0,1,0,0
625,0,0,21.0,2.8390784635086144,1,0,1,0,0,0,0,0,0,1,0,0
626,0,2,61.0,3.5061818266142577,1,0,1,0,0,1,0,0,0,0,0,0
627,0,1,57.0,2.5915163848462583,1,1,0,0,0,0,0,0,0,1,0,0
628,1,2,21.0,4.368919865004903,0,0,1,0,0,1,0,0,0,0,0,0
629,0,0,26.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
630,0,0,28.0,2.167143305297764,1,1,0,0,0,0,0,0,0,1,0,0
631,1,2,80.0,3.4339872044851463,1,0,1,0,0,0,0,0,0,0,0,0
632,0,0,51.0,2.086193694502369,1,0,1,0,0,0,0,0,0,1,0,0
633,1,2,32.0,3.449987545831587,1,0,0,1,0,0,0,0,0,0,0,0
634,0,2,28.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0
635,0,0,9.0,3.3638415951183864,0,0,1,0,0,0,0,0,0,1,0,5
636,1,1,28.0,2.6390573296152584,0,0,1,0,0,0,0,0,0,1,0,0
637,0,0,32.0,2.188856327665703,1,0,1,0,0,0,0,0,0,1,0,0
638,0,1,31.0,3.305053521109253,1,0,1,0,0,0,0,0,0,1,0,2
639,0,0,41.0,3.705920919968788,0,0,1,0,0,0,0,0,0,1,0,5
640,0,0,28.0,2.8390784635086144,1,0,1,0,0,0,0,0,0,1,0,1
641,0,0,20.0,2.180891922715322,1,0,1,0,0,0,0,0,0,1,0,0
642,1,2,24.0,4.252771798816619,0,0,0,1,0,0,0,0,0,0,0,0
643,0,0,2.0,3.3638415951183864,0,0,1,0,0,0,0,0,0,1,0,5
644,1,0,28.0,4.05171190165724,1,0,1,0,0,0,0,0,0,1,0,0
645,1,0,0.75,3.0085645861193133,0,0,0,0,0,0,0,0,0,1,0,3
646,1,2,48.0,4.353230991152628,1,0,0,0,0,1,0,0,0,0,0,1
647,0,0,19.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
648,1,2,56.0,3.597312260588446,1,0,0,0,0,0,0,0,0,0,0,0
649,0,0,28.0,2.145931282948669,1,0,1,0,0,0,0,0,0,1,0,0
650,1,0,23.0,2.145931282948669,0,0,1,0,0,0,0,0,0,1,0,0
651,0,0,28.0,2.1855792552411137,1,0,1,0,0,0,0,0,0,1,0,0
